title,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embeddings
"DPR Sebut PPN 12 Persen Bisa Ditunda Tanpa Revisi UU, Ini Caranya","Wakil Ketua Komisi XIDPRRI dari Fraksi PDI Perjuangan Dolfie Othniel Frederic Palit menyebutPajakPertambahan Nilai (PPN) 12 persen di 2025 bisa ditunda tanpa perlu mengubah Undang-Undang Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (UU HPP). Penundaan itu bisa dilakukan pemerintah jika mau. ""Oh iya, undang-undang pajaknya nggak perlu diubah karena di undang-undang itu sudah memberikan amanat ke pemerintah. Kalau mau turunin tarif boleh, tapi minta persetujuan DPR,"" kata Dolfie kepada wartawan di Gedung DPR RI, Jakarta, Rabu (20/11) seperti dkutip dari detik.com. Kenaikan PPN menjadi 12 persen di 2025 merupakan amanat Pasal 7 ayat 1 UU HPP. Meski begitu, di dalamnya tertulis bahwa pemerintah memiliki kewenangan untuk mengubah tarif PPN menjadi paling rendah 5 persen dan maksimal 15 persen melalui penerbitan peraturan pemerintah (PP) setelah dilakukan pembahasan dengan DPR. ""Berdasarkan pertimbangan perkembangan ekonomi dan/atau peningkatan kebutuhan dana untuk pembangunan, tarif PPN dapat diubah menjadi paling rendah 5 persen dan paling tinggi 15 persen,"" bunyi Pasal 7 ayat 3 UU PPN. Kembali ke Dolfie, ia menjelaskan bahwa Komisi XI sudah pernah mempertanyakan rencana implementasi PPN 12 persen ke Menteri Keuangan Sri Mulyani Indrawati saat masih periode pemerintahan sebelumnya. Saat itu pandangannya menyebut keputusan PPN menunggu arahan dari Presiden Prabowo Subianto. ""Kita sudah pernah nanya waktu pembahasan APBN 2025, kita sudah tanya pemerintah apakah tarif PPN 12 persen ini tetap atau mau diturunkan dengan melihat kondisi ekonomi?",1576,225,394.0,"[-0.7218031   0.20909601 -0.53972447 ...  0.9622274  -0.1515757
  0.46813196]"
"DPR Sebut PPN 12 Persen Bisa Ditunda Tanpa Revisi UU, Ini Caranya","Dijawab pada saat itu oleh pemerintah 'kita menunggu arahan dari presiden baru'. Nah mungkin sampai saat ini belum ada arahan terbaru dari presiden terkait itu,"" ucap Dolfie. Ditemui terpisah, Ketua Komisi XI DPR RI Misbakhun mengatakan keputusan kenaikan PPN menjadi 12 persen di 2025 sepenuhnya diserahkan kepada pemerintah. Pasalnya sebelum UU itu diketok pihaknya telah menyampaikan berbagai masukan. ""Itu sudah ada dalam UU HPP, program yang sudah ada sejak 2021. Sekarang ada situasi yang tidak sama dengan kondisi saat itu yaitu daya beli yang menurun, sekarang kita kembalikan kepada pemerintah karena UU itu sudah disepakati,"" ucap Misbakhun. ""Tinggal pemerintah apakah mengkonsider kondisi daya beli yang menurun, penurunan kelas menengah yang hampir 10 juta. Apakah itu jadi pertimbangan?Kalau pemerintah tidak menjadikan itu pertimbangan, berarti pemerintah masih beranggapan bahwa kondisi ekonomi masih stabil, tidak terpengaruh, itu saja, silakan. Kita serahkan sepenuhnya itu menjadi wilayah pemerintah untuk memutuskan apakah kenaikan PPN menjadi 12 persen akan dijalankan di 2025 atau tidak,"" tambahnya.",1120,158,280.0,"[-0.6879101   0.4467112  -0.6670031  ...  0.9891222  -0.5748654
  0.43246332]"
Daftar Barang yang Kena Kenaikan PPN 12 Persen Mulai 1 Januari 2025,"Pemerintah akan menaikkanPajakPertambahan Nilai (PPN) dari 11 persen menjadi 12 persen mulai 1 Januari 2025. Kenaikan dijalankan dengan dalih melaksanakan UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Dalam beleid itu, pemerintah dan DPR memang menetapkan PPN naik jadi 11 persen mulai 2022 dan menjadi 12 persen mulai 2025. Apa saja barang dan jasa yang akan kena PPN 12 persen mulai tahun depan?Melansir situs Kementerian Keuangan, secara umum umum pengenaan PPN dikenakan atas objek berikut: - Penyerahan Barang Kena Pajak (BKP) dan/atau Jasa Kena Pajak (JKP) di dalam daerah pabean yang dilakukan oleh Pengusaha Kena Pajak (PKP). Misalnya barang elektronik yang dibeli di pusat perbelanjaan.-Impor BKP dan/atau pemanfaatan JKP Tak Berwujud dari luar Daerah Pabean di dalam Daerah Pabean. Misalnya: layanan streaming film dan musik. -Ekspor BKP dan/atau JKP oleh PKP - Kegiatan membangun sendiri yang dilakukan tidak dalam kegiatan usaha atau pekerjaan oleh orang pribadi atau badan. Misalnya, PPN atas bangunan. -",1041,155,260.25,"[-0.30634946  0.07137611  0.6730231  ...  0.6903967   0.6490346
  0.67055464]"
Daftar Barang yang Kena Kenaikan PPN 12 Persen Mulai 1 Januari 2025,"Penyerahan aktiva oleh PKP yang menurut tujuan semula aktiva tersebut tidak untuk diperjualbelikan, sepanjang PPN yang dibayar pada saat perolehannya dapat dikreditkan. Adapun Barang Kena Pajak (BKP) merupakan barang berwujud yang menurut sifat atau hukumnya dapat berupa barang bergerak atau barang tidak bergerak, dan barang tidak berwujud, yang dikenakan pajak berdasarkan UU PPN yang kini diubah dengan n UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Pengaturan cakupan BKP bersifat ""negative list"", dalam artian bahwa pada prinsipnya seluruh barang merupakan BKP, kecuali ditetapkan sebagai barang yang tidak dikenai PPN. Kenaikan PPN akan membuat barang dan jasa yang biasa dikonsumsi publik sehari-hari menjadi semakin mahal. Barang-barang itu dikenakan pajak selama penjual berstatus Pengusaha Kena Pajak (PKP). Beberapa contoh barang yang terkena PPN antara lain pakaian, tas, sepatu, pulsa telekomunikasi, sabun, alat elektronik, barang otomotif, perkakas, hingga kosmetik. Selain itu, jasa layanan streaming film dan musik yang biasa kita pakai seperti Netflix dan Spotify juga memungut PPN.",1126,157,281.5,"[-0.18756239  0.37466055 -0.28037038 ...  0.51270735  0.5791621
  0.9553592 ]"
DPR Bersuara soal PPN Naik Jadi 12 Persen: Kami Serahkan ke Pemerintah,"Ketua Komisi XIDPRRI Misbakhun buka suara mengenai sikap wakil rakyat mengenai rencana penerapanPajakPertambahan Nilai (PPN) 12 persen mulai 1 Januari 2025. Dia mengatakan Komisi XI DPR menyerahkan keputusan soal kenaikan PPN itu kepada pemerintah. ""Sekarang kami kembalikan kepada pemerintah, karena undang-undang itu sudah disepakati,"" kata dia ditemui di kantor Kementerian Perencanaan Pembangunan Nasional/Bappenas, Jakarta, Selasa, (19/11) seperti dikutip dari CNBCIndonesia. Misbakhun mengatakan rencana kenaikan PPN dari 10 persen ke 11 persen dan menjadi 12 persen dalam Undang-Undang Harmonisasi Peraturan Perpajakan (HPP) memang sudah dibahas dan disetujui oleh DPR pada 2021. Namun, kata dia, saat aturan itu diketok, DPR belum mengantisipasi terjadinya penurunan daya beli yang dialami masyarakat Indonesia seperti sekarang. Misbakhun mengatakan penurunan daya beli itu diikuti dengan munculnya fenomena banyaknya kelas menengah yang turun ke kelas ekonomi yang lebih rendah. Menurut dia, hal tersebut seharusnya juga menjadi pertimbangan dalam penerapan PPN 12 persen. ""Nah, apakah itu jadi pertimbangan. Kalau pemerintah tidak menjadikan itu pertimbangan, berarti pemerintah masih beranggapan bahwa kondisi ekonomi masih stabil, ekonomi masih tidak terpengaruh dengan daya beli masyarakat,"" kata dia. ""Kita serahkan sepenuhnya itu menjadi wilayah pemerintah untuk memutuskan apakah PPN, kenaikan PPN menjadi 12 persen itu akan dijalankan atau tidak,"" ujarnya.",1473,196,368.25,"[-0.8190713   0.36403048 -0.6685128  ...  0.97917545  0.21364698
 -0.31536692]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Pemerintah akan menaikkanPajakPertambahan Nilai (PPN) dari 11 persen menjadi 12 persen mulai tahun depan. Kenaikan mereka jalankan dengan dalih menjalankan UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Dalam beleid itu, pemerintah dan DPR memang menetapkan PPN naik jadi 11 persen mulai 2022 dan menjadi 12 persen mulai 2025. ""Tarif PPN yaitu sebesar 12 persen yang mulai berlaku paling lambat pada 1 Januari 2025,"" tulis Pasal 7 ayat 2 UU tersebut. Rencana kenaikan itu pun memantik reaksi keras dari sejumlah kalangan. Meskipun itu sudah menjadi amanat undang-undang, mereka memandang bahwa kenaikan berpotensi mencekik masyarakat yang sekarang ini tengah tercekik daya belinya. Reaksi keras salah satunya disuarakan oleh kalangan buruh. Mereka sudah mengeluarkan ancaman kalau pemerintah tak membatalkan rencana kenaikan itu, mereka akan melakukan aksi demonstrasi besar-besaran. ""Jika pemerintah tetap melanjutkan kenaikan PPN menjadi 12 persen apalagi tidak diimbangi kenaikan upah sesuai tuntutan, KSPI bersama serikat buruh lainnya akan melakukan mogok nasional dengan melibatkan 5 juta buruh di seluruh Indonesia,"" kata Presiden Partai Buruh sekaligus Presiden KSPI Said Iqbal dalam keterangannya Selasa (19/11) kemarin. Tak hanya buruh, petisi menolak rencana kenaikan pajak pertambahan nilai (PPN) dari 11 persen menjadi 12 persen mulai 1 Januari 2025 juga menggema di kalangan warganet di media sosial.",1437,204,359.25,"[-0.22878772 -0.44758415  0.16151352 ...  0.38535076  0.24977122
 -0.8548611 ]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Bukan tanpa sebab, mayoritas warganet menilai kenaikan PPN menjadi 12 persen bakal sangat membebani masyarakat harga berbagai jenis barang kebutuhan pokok akan naik. Padahal, keadaan ekonomi masyarakat belum membaik, apalagi dengan tingginya angka pengangguran dan pemutusan hubungan kerja (PHK). Petisi tersebut dibuat dan dibagikan oleh akun X @barengwarga pada Selasa (19/11) silam. Dalam cuitannya, akun itu menuntut pemerintah untuk segera membatalkan kenaikan PPN. ""Kenaikan PPN tersebut secara langsung akan membebani masyarakat, karena menyasar barang-barang kebutuhan pokok. Kalau keputusan menaikkan PPN itu dibiarkan bergulir, mulai harga sabun mandi sampai bahan bakar minyak (BBM) akan ikut naik. Otomatis daya beli masyarakat akan terganggu dan kesulitan memenuhi kebutuhan hidup,"" bunyi cuitan akun itu. PantauanCNNIndonesia.com, Kamis (21/.11) pagi, petisi dengan judul 'Pemerintah, Segera Batalkan Kenaikan PPN!'itu tercatat sudah diteken oleh 2.808 orang. Selain aksi petisi, warganet juga menyuarakan gerakan gaya hidup minimalis sebagai bentuk perlawanan.",1075,141,268.75,"[-0.50544465 -0.16115516 -0.5604276  ...  0.54978156  0.5893629
 -0.3786707 ]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Dalam gerakan itu, masyarakat diajak untuk mengurangi konsumsi barang-barang tertentu yang terdampak PPN guna menekan beban pajak. Pasalnya, konsumsi masyarakat menjadi salah satu faktor pertumbuhan ekonomi. Tak hanya buruh dan warganet, ekonom pun mengatakan kenaikan PPN jadi 12 persen tahun depan memang berpotensi menimbulkan masalah. Analis Senior Indonesia Strategic and Economic Action Institution Ronny P Sasmita mengatakan kenaikan PPN menjadi 12 persen akan menimbulkan banyak dampak. Pertama,kepada konsumsi rumah tangga. Maklum, kenaikan PPN akan membuat harga-harga jual barang dan jasa ikut naik. ""Karena biasanya perusahaan kurang bersedia menanggung kenaikan PPN sendiri, sehingga biasanya jalan tercepat adalah menaikkan harga jual barang atau jasa yang diproduksi oleh perusahaan,"" katanya kepada CNNIndonesia.com, Kamis (14/11). Ronny mengatakan semakin mengalami tekanan daya beli karena kenaikan harga barang dan jasa, maka masyarakat akan mengurangi konsumsi atas barang dan jasa tersebut, sehingga permintaannya akan menurun. Dampakkedua, penurunan kinerja produksi perusahaan. Pasalnya, jika permintaan dari masyarakat turun, maka produksi perusahaan tidak terserap.",1190,154,297.5,"[-0.11397322 -0.1746046  -0.45676097 ...  0.67887866  0.5297086
 -0.17132203]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Akhirnya mereka harus menahan produksi karena persediaan mereka masih banyak. Ketiga, merajalelanya PHK. Ia mengatakan penurunan produksi imbas berkurangnya permintaan masyarakat pastinya akan membuat pemutusan hubungan kerja (PHK) merajalela. Keempat, penurunan minat investasi. Ia mengatakan jika permintaan turun akibat konsumsi rumah tangga turun maka prospek investasi di Indonesia akan memburuk. Investor akan berpikir ulang untuk membuka investasi baru lantaran performa pasarnya juga menurun atau terus terkontraksi. Kelima,target pertumbuhan ekonomi di tahun depan akan sulit untuk tercapai. Sementarakeenam,dampak pada APBN. ""Pun secara fiskal, meskipun PPN naik, tapi imbasnya bisa membuat penerimaan negara justru menurun karena berpotensi menurunkan permintaan di masa mendatang, yang membuat penurunan produksi yang berpotensi menurunkan penerimaan negara dari PPN secara nominal,"" imbuhnya. Meskipun mendapatkan penolakan, pemerintah dan DPR tetap ngotot.",970,122,242.5,"[ 0.14848608 -0.31044477  0.10309172 ...  0.6990332   0.3016672
 -0.88934785]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Menteri Keuangan Sri Mulyani misalnya, mengungkapkan kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12 persen mulai 2025 masih sesuai dengan amanat UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan. Ia juga menegaskan belum ada pembahasan pemberlakuan kenaikan pajak akan ditunda. Meski banyak perdebatan menaikkan pajak di tengah pelemahan daya beli, Sri Mulyani mengingatkan APBN sebagai instrumen penyerap kejut (shock absorber) perekonomian harus dijaga kesehatannya. ""APBN memang tetap harus dijaga kesehatannya karena APBN itu harus berfungsi dan mampu merespon dalam episode global financial crisis. Countercyclical tetap harus kita jaga,"" ujarnya dalam Rapat Kerja Komisi XI, Rabu (13/11). DPR yang menjadi wakil rakyat pun tak mau menggubris tuntutan masyarakat. Ketua Komisi XI DPR RI Misbakhun menyerahkan keputusan kenaikan PPN itu kepada pemerintah. ""Sekarang kami kembalikan kepada pemerintah, karena undang-undang itu sudah disepakati,"" kata di kantor Kementerian Perencanaan Pembangunan Nasional/Bappenas, Jakarta, Selasa, (19/11) seperti dikutip dari CNBCIndonesia. Pakar Kebijakan Publik dan Ekonom UPN Veteran Jakarta Achmad Nur Hidayat berharap pemerintah dan DPR tak tutup mata dengan penolakan dari masyarakat tersebut. Jika pemerintah memang menyadari bahwa dampak negatif dari kenaikan PPN lebih besar daripada manfaat yang diharapkan, ia berharap mereka tak malu merevisi UU HPP . """,1420,193,355.0,"[-0.11867175 -0.12135107 -0.4665824  ...  0.49882603  0.26530048
 -0.6504469 ]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Pemerintah seharusnya menjadi pihak yang mengambil inisiatif revisi lebih dahulu karena kenaikan tarif PPN ini diatur dalam UU HPP yang merupakan bagian dari kebijakan fiskal. Namun kayaknya pemerintah bersikukuh untuk menaikan PPN,"" katanya. Achmad mengatakan DPR juga dapat memanfaatkan hak inisiatifnya untuk mengajukan revisi UU HPP. DPR seharusnya bisa melihat bahwa kebijakan ini tidak sesuai dengan kondisi sosial-ekonomi masyarakat. Achmad mengatakan inisiatif revisi harus diambil sebelum penerapan kenaikan PPN pada 1 Januari 2025. Jika tidak direvisi, kenaikan PPN menjadi 12 persen berisiko memperburuk daya beli masyarakat dan stabilitas ekonomi. Namun, ia melihat memang penurunan atau penundaan kenaikan PPN tampaknya tidak dijadikan prioritas oleh DPR dibandingkan Rancangan Undang-undang tentang Perubahan Atas UU Nomor 11 Tahun 2016 tentang Pengampunan Pajak atau tax amnesty yang masuk dalam daftar draf usulan Program Legislasi Nasional RUU Prioritas 2025. Menurutnya, para wakil rakyat itu memang lebih berpihak kepada kepentingan para pengemplang pajak daripada masyarakat umum. Pasalnya kebijkan tax amnesty sering dianggap memberikan keuntungan langsung bagi kelompok bisnis besar yang memiliki potensi besar untuk menyelesaikan kewajiban pajak mereka dengan biaya yang lebih rendah. ""Sebaliknya, kebijakan terkait PPN lebih berdampak langsung pada kehidupan masyarakat luas, terutama kelas menengah ke bawah, yang memiliki daya tawar politik lebih lemah dibandingkan kelompok elite ekonomi,"" katanya. """,1527,205,381.75,"[-0.6718107   0.31877008 -0.5085228  ...  0.97673     0.4931691
  0.6395247 ]"
6 Bahaya Intai Ekonomi RI dari Balik Rencana Naik PPN Jadi 12 Persen,"Kesadaran akan dinamika ini menekankan pentingnya tekanan publik untuk memastikan revisi kenaikan PPN menjadi agenda yang diutamakan, sehingga kesejahteraan masyarakat tidak dikorbankan demi kepentingan segelintir pihak,"" sambungnya. [Gambas:Photo CNN]",252,29,63.0,"[-0.34887135 -0.09842265 -0.4625079  ...  0.9196243  -0.0827244
  0.28575027]"
Petisi Tolak PPN Naik Jadi 12 Persen Mulai 1 Januari 2025 Menggema,"Petisi menolak rencana kenaikanpajakpertambahan nilai (PPN) dari 11 persen menjadi 12 persen mulai 1 Januari 2025 sudah menggema di kalangan warganet. Bukan tanpa sebab, mayoritas warganet menilai kenaikan PPN menjadi 12 persen bakal sangat membebani masyarakat harga berbagai jenis barang kebutuhan pokok akan naik. Padahal, keadaan ekonomi masyarakat belum membaik, apalagi dengan tingginya angka pengangguran dan pemutusan hubungan kerja (PHK). Petisi tersebut dibuat dan dibagikan oleh akun X @barengwargapada Selasa (19/11) silam. Dalam cuitannya, akun itu menuntut pemerintah untuk segera membatalkan kenaikan PPN. ""Kenaikan PPN tersebut secara langsung akan membebani masyarakat, karena menyasar barang-barang kebutuhan pokok. Kalau keputusan menaikkan PPN itu dibiarkan bergulir, mulai harga sabun mandi sampai bahan bakar minyak (BBM) akan ikut naik. Otomatis daya beli masyarakat akan terganggu dan kesulitan memenuhi kebutuhan hidup,"" bunyi cuitan akun itu. Pantauan CNNIndonesia.com, Kamis (21/.11) pagi, petisi dengan judul 'Pemerintah, Segera Batalkan Kenaikan PPN!'itu tercatat sudah diteken oleh 2.808 orang.",1124,149,281.0,"[-0.317121   -0.29987705 -0.43627262 ...  0.67247665  0.5386698
 -0.29783574]"
Petisi Tolak PPN Naik Jadi 12 Persen Mulai 1 Januari 2025 Menggema,"Selain aksi petisi, warganet juga menyuarakan gerakan gaya hidup minimalis sebagai bentuk perlawanan. Dalam gerakan itu, masyarakat diajak untuk mengurangi konsumsi barang-barang tertentu yang terdampak PPN guna menekan beban pajak. Pasalnya, konsumsi masyarakat menjadi salah satu faktor pertumbuhan ekonomi. PPN bakal naik dari 11 persen menjadi 12 persen mulai tahun depan. Kenaikan ini sejalan dengan UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Dalam beleid itu, ditetapkan PPN naik jadi 11 persen mulai 2022 dan menjadi 12 persen mulai 2025. [Gambas:Twitter] ""Tarif PPN yaitu sebesar 12 persen yang mulai berlaku paling lambat pada 1 Januari 2025,"" tulis Pasal 7 ayat 2 UU tersebut. Menteri Keuangan Sri Mulyani mengungkapkan kenaikan PPN menjadi 12 persen mulai 2025 masih sesuai dengan amanat UU HPP. Ia juga menegaskan belum ada pembahasan pemberlakuan kenaikan pajak akan ditunda. Meski banyak perdebatan menaikkan pajak di tengah pelemahan daya beli, Sri Mulyani mengingatkan APBN sebagai instrumen penyerap kejut (shock absorber) perekonomian harus dijaga kesehatannya. """,1108,159,277.0,"[-0.5983031  -0.2690942  -0.04989538 ...  0.26508868  0.39088446
 -0.94934505]"
Petisi Tolak PPN Naik Jadi 12 Persen Mulai 1 Januari 2025 Menggema,"APBN memang tetap harus dijaga kesehatannya karena APBN itu harus berfungsi dan mampu merespon dalam episodeglobal financial crisis. Countercyclicaltetap harus kita jaga,"" ujarnya dalam Rapat Kerja Komisi XI, Rabu (13/11).",222,30,55.5,"[-0.4778602   0.21643902 -0.28366965 ...  0.8982811  -0.43858588
  0.39504606]"
Ini Daftar 13 Barang Tak Kena Kenaikan PPN 12 Persen Per Januari 2025,"Pemerintah akan memberlakukan kenaikanPajakPertambahan Nilai (PPN) dari 11 persen menjadi 12 persen mulai tahun depan. Kenaikan ini sejalan dengan UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (HPP). Meskipun mendapatkan tentangan, Menteri Keuangan Sri Mulyani mengatakan belum ada rencana kenaikan PPN ditunda. Ia mengingatkan APBN sebagai instrumen penyerap kejut (shock absorber) perekonomian harus dijaga kesehatannya. ""APBN memang tetap harus dijaga kesehatannya karena APBN itu harus berfungsi dan mampu merespon dalam episodeglobal financial crisis. Countercyclicaltetap harus kita jaga,"" ujarnya dalam Rapat Kerja Komisi XI, Rabu (13/11) lalu. Meski PPN naik jadi 12 persen, ada sejumlah barang dan jasa yang tidak terkena kebijakan itu. Rincian barang tersebut diatur dalam UU HPP dan Peraturan Menteri Keuangan (PMK) Nomor 16 Tahun 2017 tentang Barang Kebutuhan Pokok yang Tidak Dikenai PPN. Daftar barang dan jasa tidak kena PPN 12 dalam UU HPP Pasal 4A: 1. Makanan dan minuman yang tersaji di restoran, hotel, warung, rumah makan dan sejenisnya yang merupakan objek pajak daerah dan retribusi daerah sesuai peraturan perundang-undangan di bidang pajak dan retribusi daerah.",1202,171,300.5,"[-0.15121016 -0.11701118  0.10648251 ...  0.747012    0.39134997
 -0.48655197]"
Ini Daftar 13 Barang Tak Kena Kenaikan PPN 12 Persen Per Januari 2025,"Ini mencakup makanan dan minuman yang dikonsumsi di tempat atau tidak dan makanan dan minuman yang diserahkan pada usaha catering atau jasa boga 2. Uang, emas batangan yang digunakan untuk kepentingan cadangan devisa negara dan surat berharga 3. Jasa keagamaan 4. Jasa kesenian dan hiburan, meliputi semua jenis jasa yang dilakukan oleh pekerja seni dan hiburan yang merupakan objek pajak daerah dan retribusi daerah sesuai dengan ketentuan peraturan perundang-undangan di bidang pajak daerah dan retribusi daerah 5. Jasa perhotelan, yaitu jasa penyewaan kamar atau jasa penyewaan ruangan di hotel yang merupakan objek pajak daerah dan retribusi daerah sesuai peraturan perundang-undangan di bidang pajak dan retribusi daerah.6. Jasa penyediaan tempat parkir, yaitu jasa penyediaan atau penyelenggaraan tempat parkir yang dilakukan pemilik tempat parkir atau pengusaha pengelola tempat parkir kepada pengguna tempat parkir yang merupakan objek pajak daerah dan retribusi daerah sesuai peraturan perundang-undangan di bidang pajak dan retribusi daerah.7. Jasa yang disediakan oleh pemerintah dalam rangka menjalankan pemerintahan secara umum, meliputi jenis jasa sehubungan dengan kegiatan pelayanan yang hanya dapat dilakukan oleh pemerintah dengan kewenangannya berdasarkan peraturan perundang-undangan.8.",1306,177,326.5,"[-0.15343928 -0.10362997  0.61586833 ...  0.21013542 -0.18958016
 -0.90292567]"
Ini Daftar 13 Barang Tak Kena Kenaikan PPN 12 Persen Per Januari 2025,"Jasa boga atau katering, yaitu semua kegiatan pelayanan penyediaan makanan dan minuman yang merupakan objek pajak daerah dan retribusi daerah sesuai peraturan perundang-undangan di bidang pajak dan retribusi daerah. Daftar barang tidak kena PPN 12 dalam PMK 116/2017: 1. Beras dan gabah: berkulit, dikuliti, disosoh atau dikilapkan maupun tidak, setengah giling atau digiling semua, pecah, menir, salin yang cocok untuk disemai 2. Jagung: dikupas maupun belum, termasuk pipilan, pecah, menir, tidak termasuk bibit 3. Sagu: empulur sagu (sari sagu), tepung, tepung bubuk dan tepung kasar 4. Kedelai: berkulit, utuh dan pecah, selain benih 5. Garam konsumsi: beryodium atau tidak, termasuk garam meja dan garam didenaturasi untuk konsumsi atau kebutuhan pokok 6. Daging: segar dari hewan ternak dan unggas dengan/tanpa tulang yang tanpa diolah, dibekukan, dikapur, didinginkan, digarami, diasamkan, atau diawetkan dengan cara lain 7. Telur: tidak diolah, diasinkan, dibersihkan, atau diawetkan, tidak termasuk bibit 8. Susu perah: yang melalui proses dipanaskan atau didinginkan serta tidak mengandung tambahan gula atau bahan lainnya 9. Buah-buahan: segar yang dipetik dan melalui proses dicuci, dikupas, disortasi, dipotong, diiris, digrading, selain dikeringkan 10. Sayur-sayuran segar yang dipetik, dicuci, ditiriskan, dibekukan, disimpan dalam suhu rendah, atau dicacah 11. Ubi-ubian: segar, melalui proses dicuci, dikupas, disortasi, diiris, dipotong, atau digrading 12 Bumbu-bumbuan segar, dikeringkan, dan tidak dihancurkan atau ditumbuk 13. Gula konsumsi kristal putih asal tebu untuk konsumsi tanpa tambahan bahan pewarna atau perasa.",1642,227,410.5,"[-0.2598375   0.4883792  -0.51592594 ...  0.49189022 -0.31450012
  0.88166285]"
Airlangga Pede PPN 12 Persen Tak Ganggu Pertumbuhan,"Menteri Koordinator Bidang PerekonomianAirlangga Hartartoyakin kebijakan pemerintah menaikkan pajak pertambahan nilai (PPN) menjadi 12 persen tahun depan tak akan mengganggu pertumbuhan ekonomi. Airlangga berkata pemerintah menyiapkan beberapa rencana untuk meredam dampak kenaikan PPN 12 persen. Namun, ia tak menjelaskan apa saja senjata pemerintah meredam dampak itu. ""Tentu kan ada beberapatools-toolslain yang bisa dipakai,"" kata Airlangga di sela-sela KTT G20 di Brazil, Selasa (19/11) waktu setempat. Airlangga mengatakan kenaikan PPN 12 persen harus diberlakukan. Hal itu sudah diatur dalam perundang-undangan, ucapnya. Dia memastikan pemerintah tak memukul rata kenaikan PPN 12 persen. Airlangga menyebut ada beberapa sektor yang tak terkena kenaikan pajak tersebut. ""Dan ada yang dikecualikan. Tentu nanti kita lihat bersama untuk komoditas pangan,"" ujarnya.",868,114,217.0,"[-0.11960638  0.2708962  -0.34806848 ...  0.6127052   0.06458372
  0.26090288]"
Airlangga Pede PPN 12 Persen Tak Ganggu Pertumbuhan,"Pemerintah berencana menaikkan PPN dari 11 persen ke 12 persen tahun depan. Kebijakan itu berlandas UU Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan. Kebijakan ini memicu kritik dari sejumlah pihak. Direktur Pengembangan Big Data Institute for Development of Economics and Finance (INDEF) Eko Listiyanto menyoroti dampak kenaikan PPN 12 persen terhadap pertumbuhan ekonomi. ""Kalau pelaksanaannya (PPN naik jadi 12 persen) dilakukan pakai kaca mata kuda, tanpa melihat realitas ekonomi yang sedang turun ini, ya kita mungkin akan mulai berbicara pertumbuhan ekonomi di bawah 5 persen tahun depan,"" ujar Eko pada Diskusi Publik INDEF 'Kelas Menengah Turun Kelas', Senin (9/9).",688,100,172.0,"[ 0.04425071 -0.45667875  0.36680806 ...  0.3592528   0.283232
 -0.43993434]"
Moeldoko Soal PPN 12 Persen: Rangsang Orang Makin Beli Mobil Listrik,"Ketua Umum Perkumpulan Industri Kendaraan Listrik Indonesia (Periklindo) Moeldoko menilai kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12 persen pada 1 Januari 2025 akan merangsang masyarakat semakin membeli mobil listrik. Pasalnya kenaikan PPN dinilai akan meninggikan harga mobil berbahan bakar konvensional. Pada sisi lain mobil listrik saat ini sedang menikmati diskon PPN dari pemerintah dari 11 persen yang berlaku sekarang menjadi hanya 1 persen. Mobil listrik diyakini bakal semakin kompetitif lantaran beda jarak harga dari mobil konvensional akan semakin dekat. ""Mungkin (kenaikan PPN 12 persen) tidak begitu signifikan (bagi mobil listrik) karena kita ada skema minus 10 persen itu. Insentif. Saya pikir bisa menolong jadinya dari 1 persen menjadi 2 persen. Jadi cukup menolong,"" ujar Moeldoko di Jakarta, Selasa (19/11). Sebagai catatan insentif PPN ditanggung pemerintah 10 persen untuk mobil listrik produksi lokal hanya berlaku hingga Desember 2024. Meski demikian pemerintah sudah memberi sinyal bakal diperpanjang sebab insentif ini masuk dalam kategori prioritas.",1083,152,270.75,"[-0.02562027  0.35272172 -0.44970837 ...  0.5884155   0.48605797
  0.90825284]"
